sample_idx,raw_ch1,ch1_volts,raw_ch2,ch2_volts
0,102,0.530745,94,0.630507
1,102,0.530745,93,0.568007
2,99,0.343245,95,0.693007
3,103,0.593245,93,0.568007
4,94,0.030745,94,0.630507
5,99,0.343245,93,0.568007
6,90,-0.219255,94,0.630507
7,94,0.030745,93,0.568007
8,85,-0.531755,94,0.630507
9,90,-0.219255,94,0.630507
10,82,-0.719255,94,0.630507
11,85,-0.531755,94,0.630507
12,77,-1.031755,94,0.630507
13,82,-0.719255,93,0.568007
14,74,-1.219255,94,0.630507
15,77,-1.031755,93,0.568007
16,71,-1.406755,94,0.630507
17,74,-1.219255,94,0.630507
18,68,-1.594255,95,0.693007
19,71,-1.406755,93,0.568007
20,65,-1.781755,95,0.693007
21,68,-1.594255,93,0.568007
22,64,-1.844255,95,0.693007
23,66,-1.719255,93,0.568007
24,61,-2.031755,94,0.630507
25,64,-1.844255,93,0.568007
26,60,-2.094255,94,0.630507
27,61,-2.031755,93,0.568007
28,60,-2.094255,94,0.630507
29,60,-2.094255,94,0.630507
30,59,-2.156755,94,0.630507
31,60,-2.094255,94,0.630507
32,60,-2.094255,94,0.630507
33,60,-2.094255,93,0.568007
34,60,-2.094255,94,0.630507
35,61,-2.031755,94,0.630507
36,61,-2.031755,94,0.630507
37,62,-1.969255,93,0.568007
38,62,-1.969255,94,0.630507
39,65,-1.781755,94,0.630507
40,65,-1.781755,94,0.630507
41,67,-1.656755,93,0.568007
42,67,-1.656755,94,0.630507
43,69,-1.531755,93,0.568007
44,69,-1.531755,94,0.630507
45,73,-1.281755,93,0.568007
46,73,-1.281755,94,0.630507
47,76,-1.094255,93,0.568007
48,76,-1.094255,94,0.630507
49,80,-0.844255,93,0.568007
50,80,-0.844255,94,0.630507
51,85,-0.531755,93,0.568007
52,85,-0.531755,94,0.630507
53,89,-0.281755,93,0.568007
54,89,-0.281755,94,0.630507
55,93,-0.031755,93,0.568007
56,93,-0.031755,94,0.630507
57,97,0.218245,94,0.630507
58,97,0.218245,94,0.630507
59,101,0.468245,93,0.568007
60,101,0.468245,94,0.630507
61,105,0.718245,93,0.568007
62,105,0.718245,94,0.630507
63,109,0.968245,93,0.568007
64,109,0.968245,94,0.630507
65,113,1.218245,93,0.568007
66,113,1.218245,94,0.630507
67,116,1.405745,93,0.568007
68,116,1.405745,94,0.630507
69,119,1.593245,93,0.568007
70,119,1.593245,94,0.630507
71,122,1.780745,93,0.568007
72,122,1.780745,94,0.630507
73,124,1.905745,93,0.568007
74,124,1.905745,94,0.630507
75,125,1.968245,93,0.568007
76,125,1.968245,94,0.630507
77,127,2.093245,93,0.568007
78,127,2.093245,94,0.630507
79,128,2.155745,94,0.630507
80,127,2.093245,94,0.630507
81,128,2.155745,93,0.568007
82,127,2.093245,94,0.630507
83,128,2.155745,94,0.630507
84,126,2.030745,94,0.630507
85,127,2.093245,94,0.630507
86,124,1.905745,94,0.630507
87,126,2.030745,93,0.568007
88,123,1.843245,94,0.630507
89,124,1.905745,93,0.568007
90,120,1.655745,94,0.630507
91,123,1.843245,93,0.568007
92,117,1.468245,94,0.630507
93,120,1.655745,93,0.568007
94,113,1.218245,94,0.630507
95,117,1.468245,93,0.568007
96,111,1.093245,94,0.630507
97,114,1.280745,94,0.630507
98,105,0.718245,94,0.630507
99,111,1.093245,93,0.568007
100,103,0.593245,94,0.630507
101,106,0.780745,93,0.568007
102,98,0.280745,94,0.630507
103,103,0.593245,94,0.630507
104,93,-0.031755,94,0.630507
105,98,0.280745,93,0.568007
106,89,-0.281755,94,0.630507
107,93,-0.031755,93,0.568007
108,86,-0.469255,94,0.630507
109,90,-0.219255,94,0.630507
110,82,-0.719255,94,0.630507
111,86,-0.469255,93,0.568007
112,78,-0.969255,94,0.630507
113,82,-0.719255,93,0.568007
114,74,-1.219255,94,0.630507
115,78,-0.969255,94,0.630507
116,70,-1.469255,94,0.630507
117,74,-1.219255,93,0.568007
118,68,-1.594255,94,0.630507
119,70,-1.469255,94,0.630507
120,65,-1.781755,94,0.630507
121,68,-1.594255,93,0.568007
122,64,-1.844255,94,0.630507
123,65,-1.781755,93,0.568007
124,61,-2.031755,94,0.630507
125,64,-1.844255,93,0.568007
126,60,-2.094255,94,0.630507
127,61,-2.031755,94,0.630507
128,59,-2.156755,94,0.630507
129,60,-2.094255,93,0.568007
130,59,-2.156755,94,0.630507
131,60,-2.094255,93,0.568007
132,59,-2.156755,94,0.630507
133,60,-2.094255,93,0.568007
134,60,-2.094255,94,0.630507
135,61,-2.031755,94,0.630507
136,61,-2.031755,94,0.630507
137,63,-1.906755,93,0.568007
138,63,-1.906755,94,0.630507
139,65,-1.781755,93,0.568007
140,65,-1.781755,94,0.630507
141,67,-1.656755,93,0.568007
142,67,-1.656755,94,0.630507
143,70,-1.469255,93,0.568007
144,70,-1.469255,94,0.630507
145,73,-1.281755,93,0.568007
146,73,-1.281755,94,0.630507
147,77,-1.031755,94,0.630507
148,77,-1.031755,94,0.630507
149,80,-0.844255,94,0.630507
150,80,-0.844255,94,0.630507
151,85,-0.531755,93,0.568007
152,85,-0.531755,94,0.630507
153,89,-0.281755,93,0.568007
154,89,-0.281755,94,0.630507
155,93,-0.031755,93,0.568007
156,93,-0.031755,94,0.630507
157,97,0.218245,93,0.568007
158,97,0.218245,94,0.630507
159,101,0.468245,94,0.630507
160,101,0.468245,94,0.630507
161,105,0.718245,94,0.630507
162,105,0.718245,94,0.630507
163,109,0.968245,93,0.568007
164,109,0.968245,94,0.630507
165,113,1.218245,93,0.568007
166,113,1.218245,94,0.630507
167,116,1.405745,93,0.568007
168,116,1.405745,94,0.630507
169,119,1.593245,93,0.568007
170,119,1.593245,94,0.630507
171,122,1.780745,93,0.568007
172,122,1.780745,94,0.630507
173,124,1.905745,94,0.630507
174,124,1.905745,94,0.630507
175,126,2.030745,93,0.568007
176,125,1.968245,94,0.630507
177,127,2.093245,93,0.568007
178,126,2.030745,94,0.630507
179,128,2.155745,94,0.630507
180,127,2.093245,94,0.630507
181,128,2.155745,94,0.630507
182,127,2.093245,94,0.630507
183,129,2.218245,93,0.568007
184,125,1.968245,94,0.630507
185,127,2.093245,93,0.568007
186,124,1.905745,94,0.630507
187,126,2.030745,93,0.568007
188,122,1.780745,94,0.630507
189,124,1.905745,94,0.630507
190,120,1.655745,94,0.630507
191,123,1.843245,94,0.630507
192,117,1.468245,94,0.630507
193,121,1.718245,93,0.568007
194,114,1.280745,94,0.630507
195,117,1.468245,93,0.568007
196,110,1.030745,94,0.630507
197,114,1.280745,94,0.630507
198,106,0.780745,94,0.630507
199,110,1.030745,93,0.568007
200,103,0.593245,94,0.630507
201,106,0.780745,94,0.630507
202,98,0.280745,94,0.630507
203,103,0.593245,94,0.630507
204,94,0.030745,94,0.630507
205,98,0.280745,94,0.630507
206,89,-0.281755,94,0.630507
207,94,0.030745,94,0.630507
208,85,-0.531755,94,0.630507
209,89,-0.281755,93,0.568007
210,81,-0.781755,94,0.630507
211,86,-0.469255,94,0.630507
212,78,-0.969255,94,0.630507
213,81,-0.781755,94,0.630507
214,74,-1.219255,94,0.630507
215,78,-0.969255,93,0.568007
216,71,-1.406755,94,0.630507
217,74,-1.219255,93,0.568007
218,68,-1.594255,94,0.630507
219,71,-1.406755,93,0.568007
220,65,-1.781755,95,0.693007
221,68,-1.594255,93,0.568007
222,63,-1.906755,95,0.693007
223,65,-1.781755,93,0.568007
224,61,-2.031755,94,0.630507
225,63,-1.906755,93,0.568007
226,60,-2.094255,94,0.630507
227,61,-2.031755,93,0.568007
228,60,-2.094255,94,0.630507
229,61,-2.031755,93,0.568007
230,60,-2.094255,94,0.630507
231,60,-2.094255,93,0.568007
232,60,-2.094255,94,0.630507
233,60,-2.094255,94,0.630507
234,60,-2.094255,94,0.630507
235,61,-2.031755,94,0.630507
236,61,-2.031755,94,0.630507
237,62,-1.969255,93,0.568007
238,62,-1.969255,94,0.630507
239,65,-1.781755,93,0.568007
240,65,-1.781755,94,0.630507
241,67,-1.656755,93,0.568007
242,67,-1.656755,94,0.630507
243,70,-1.469255,94,0.630507
244,70,-1.469255,94,0.630507
245,73,-1.281755,93,0.568007
246,73,-1.281755,94,0.630507
247,77,-1.031755,93,0.568007
248,77,-1.031755,94,0.630507
249,81,-0.781755,93,0.568007
250,81,-0.781755,94,0.630507
251,85,-0.531755,94,0.630507
252,85,-0.531755,94,0.630507
253,89,-0.281755,93,0.568007
254,89,-0.281755,94,0.630507
255,93,-0.031755,93,0.568007
256,92,-0.094255,94,0.630507
257,97,0.218245,94,0.630507
258,97,0.218245,94,0.630507
259,101,0.468245,93,0.568007
260,101,0.468245,94,0.630507
261,106,0.780745,93,0.568007
262,106,0.780745,95,0.693007
263,109,0.968245,93,0.568007
264,109,0.968245,95,0.693007
265,113,1.218245,94,0.630507
266,113,1.218245,94,0.630507
267,116,1.405745,94,0.630507
268,116,1.405745,94,0.630507
269,120,1.655745,94,0.630507
270,120,1.655745,94,0.630507
271,121,1.718245,94,0.630507
272,121,1.718245,94,0.630507
273,124,1.905745,94,0.630507
274,124,1.905745,94,0.630507
275,125,1.968245,93,0.568007
276,125,1.968245,94,0.630507
277,127,2.093245,93,0.568007
278,126,2.030745,94,0.630507
279,128,2.155745,93,0.568007
280,127,2.093245,95,0.693007
281,128,2.155745,93,0.568007
282,127,2.093245,94,0.630507
283,128,2.155745,93,0.568007
284,126,2.030745,94,0.630507
285,128,2.155745,93,0.568007
286,124,1.905745,94,0.630507
287,126,2.030745,94,0.630507
288,122,1.780745,94,0.630507
289,124,1.905745,93,0.568007
290,120,1.655745,94,0.630507
291,122,1.780745,93,0.568007
292,117,1.468245,94,0.630507
293,120,1.655745,93,0.568007
294,114,1.280745,94,0.630507
295,117,1.468245,93,0.568007
296,111,1.093245,94,0.630507
297,114,1.280745,93,0.568007
298,106,0.780745,94,0.630507
299,111,1.093245,93,0.568007
300,102,0.530745,94,0.630507
301,107,0.843245,93,0.568007
302,98,0.280745,94,0.630507
303,102,0.530745,93,0.568007
304,94,0.030745,94,0.630507
305,98,0.280745,93,0.568007
306,90,-0.219255,94,0.630507
307,94,0.030745,94,0.630507
308,86,-0.469255,94,0.630507
309,90,-0.219255,94,0.630507
310,82,-0.719255,94,0.630507
311,86,-0.469255,94,0.630507
312,78,-0.969255,94,0.630507
313,82,-0.719255,93,0.568007
314,74,-1.219255,94,0.630507
315,78,-0.969255,94,0.630507
316,71,-1.406755,94,0.630507
317,74,-1.219255,93,0.568007
318,67,-1.656755,94,0.630507
319,71,-1.406755,93,0.568007
320,65,-1.781755,95,0.693007
321,68,-1.594255,93,0.568007
322,63,-1.906755,95,0.693007
323,65,-1.781755,94,0.630507
324,61,-2.031755,95,0.693007
325,63,-1.906755,94,0.630507
326,60,-2.094255,95,0.693007
327,61,-2.031755,93,0.568007
328,60,-2.094255,94,0.630507
329,60,-2.094255,93,0.568007
330,59,-2.156755,94,0.630507
331,60,-2.094255,93,0.568007
332,59,-2.156755,94,0.630507
333,60,-2.094255,94,0.630507
334,60,-2.094255,94,0.630507
335,61,-2.031755,93,0.568007
336,61,-2.031755,94,0.630507
337,63,-1.906755,93,0.568007
338,63,-1.906755,94,0.630507
339,65,-1.781755,93,0.568007
340,65,-1.781755,94,0.630507
341,67,-1.656755,93,0.568007
342,67,-1.656755,94,0.630507
343,69,-1.531755,94,0.630507
344,69,-1.531755,94,0.630507
345,73,-1.281755,93,0.568007
346,73,-1.281755,94,0.630507
347,76,-1.094255,93,0.568007
348,76,-1.094255,94,0.630507
349,80,-0.844255,93,0.568007
350,80,-0.844255,94,0.630507
351,85,-0.531755,94,0.630507
352,85,-0.531755,94,0.630507
353,89,-0.281755,94,0.630507
354,89,-0.281755,94,0.630507
355,93,-0.031755,93,0.568007
356,93,-0.031755,94,0.630507
357,97,0.218245,93,0.568007
358,97,0.218245,94,0.630507
359,101,0.468245,94,0.630507
360,101,0.468245,94,0.630507
361,105,0.718245,93,0.568007
362,105,0.718245,94,0.630507
363,109,0.968245,93,0.568007
364,109,0.968245,94,0.630507
365,114,1.280745,93,0.568007
366,113,1.218245,94,0.630507
367,116,1.405745,93,0.568007
368,116,1.405745,94,0.630507
369,119,1.593245,94,0.630507
370,119,1.593245,94,0.630507
371,121,1.718245,93,0.568007
372,121,1.718245,94,0.630507
373,124,1.905745,94,0.630507
374,124,1.905745,94,0.630507
375,126,2.030745,93,0.568007
376,125,1.968245,94,0.630507
377,127,2.093245,93,0.568007
378,127,2.093245,94,0.630507
379,128,2.155745,93,0.568007
380,128,2.155745,94,0.630507
381,128,2.155745,94,0.630507
382,127,2.093245,94,0.630507
383,128,2.155745,94,0.630507
384,126,2.030745,94,0.630507
385,127,2.093245,94,0.630507
386,124,1.905745,94,0.630507
387,126,2.030745,94,0.630507
388,122,1.780745,94,0.630507
389,124,1.905745,94,0.630507
390,120,1.655745,94,0.630507
391,122,1.780745,93,0.568007
392,117,1.468245,94,0.630507
393,120,1.655745,93,0.568007
394,114,1.280745,95,0.693007
395,117,1.468245,93,0.568007
396,110,1.030745,95,0.693007
397,114,1.280745,93,0.568007
398,107,0.843245,94,0.630507
399,110,1.030745,94,0.630507
400,102,0.530745,94,0.630507
401,107,0.843245,93,0.568007
402,99,0.343245,94,0.630507
403,102,0.530745,94,0.630507
404,94,0.030745,94,0.630507
405,99,0.343245,94,0.630507
406,90,-0.219255,94,0.630507
407,94,0.030745,94,0.630507
408,85,-0.531755,94,0.630507
409,90,-0.219255,93,0.568007
410,82,-0.719255,94,0.630507
411,85,-0.531755,93,0.568007
412,77,-1.031755,94,0.630507
413,82,-0.719255,93,0.568007
414,74,-1.219255,94,0.630507
415,77,-1.031755,93,0.568007
416,71,-1.406755,94,0.630507
417,74,-1.219255,94,0.630507
418,68,-1.594255,94,0.630507
419,71,-1.406755,93,0.568007
420,65,-1.781755,94,0.630507
421,68,-1.594255,93,0.568007
422,64,-1.844255,94,0.630507
423,65,-1.781755,94,0.630507
424,61,-2.031755,94,0.630507
425,64,-1.844255,93,0.568007
426,60,-2.094255,94,0.630507
427,61,-2.031755,93,0.568007
428,60,-2.094255,94,0.630507
429,60,-2.094255,94,0.630507
430,59,-2.156755,94,0.630507
431,60,-2.094255,94,0.630507
432,59,-2.156755,94,0.630507
433,60,-2.094255,94,0.630507
434,60,-2.094255,94,0.630507
435,61,-2.031755,93,0.568007
436,61,-2.031755,94,0.630507
437,63,-1.906755,94,0.630507
438,63,-1.906755,94,0.630507
439,65,-1.781755,93,0.568007
440,65,-1.781755,94,0.630507
441,67,-1.656755,93,0.568007
442,67,-1.656755,94,0.630507
443,69,-1.531755,93,0.568007
444,69,-1.531755,94,0.630507
445,73,-1.281755,93,0.568007
446,73,-1.281755,94,0.630507
447,77,-1.031755,93,0.568007
448,77,-1.031755,94,0.630507
449,80,-0.844255,94,0.630507
450,80,-0.844255,94,0.630507
451,85,-0.531755,93,0.568007
452,85,-0.531755,94,0.630507
453,89,-0.281755,94,0.630507
454,89,-0.281755,94,0.630507
455,93,-0.031755,94,0.630507
456,93,-0.031755,94,0.630507
457,97,0.218245,94,0.630507
458,97,0.218245,94,0.630507
459,101,0.468245,93,0.568007
460,101,0.468245,94,0.630507
461,106,0.780745,94,0.630507
462,106,0.780745,94,0.630507
463,109,0.968245,93,0.568007
464,109,0.968245,94,0.630507
465,113,1.218245,93,0.568007
466,113,1.218245,94,0.630507
467,116,1.405745,94,0.630507
468,116,1.405745,94,0.630507
469,119,1.593245,93,0.568007
470,119,1.593245,94,0.630507
471,122,1.780745,93,0.568007
472,122,1.780745,94,0.630507
473,124,1.905745,93,0.568007
474,124,1.905745,94,0.630507
475,126,2.030745,93,0.568007
476,125,1.968245,94,0.630507
477,128,2.155745,94,0.630507
478,126,2.030745,94,0.630507
479,128,2.155745,93,0.568007
480,128,2.155745,94,0.630507
481,128,2.155745,94,0.630507
482,127,2.093245,94,0.630507
483,128,2.155745,93,0.568007
484,126,2.030745,94,0.630507
485,128,2.155745,93,0.568007
486,125,1.968245,94,0.630507
487,128,2.155745,93,0.568007
488,122,1.780745,94,0.630507
489,125,1.968245,93,0.568007
490,120,1.655745,94,0.630507
491,122,1.780745,93,0.568007
492,117,1.468245,94,0.630507
493,120,1.655745,93,0.568007
494,114,1.280745,94,0.630507
495,117,1.468245,94,0.630507
496,109,0.968245,94,0.630507
497,114,1.280745,93,0.568007
498,107,0.843245,94,0.630507
499,109,0.968245,93,0.568007
500,102,0.530745,94,0.630507
501,107,0.843245,93,0.568007
502,98,0.280745,94,0.630507
503,102,0.530745,94,0.630507
504,94,0.030745,94,0.630507
505,98,0.280745,93,0.568007
506,90,-0.219255,94,0.630507
507,94,0.030745,93,0.568007
508,86,-0.469255,94,0.630507
509,90,-0.219255,93,0.568007
510,82,-0.719255,94,0.630507
511,86,-0.469255,94,0.630507
512,77,-1.031755,94,0.630507
513,82,-0.719255,93,0.568007
514,74,-1.219255,94,0.630507
515,77,-1.031755,93,0.568007
516,70,-1.469255,94,0.630507
517,74,-1.219255,93,0.568007
518,68,-1.594255,94,0.630507
519,71,-1.406755,3,-5.056993
520,65,-1.781755,0,-5.244493
521,68,-1.594255,16,-4.244493
522,63,-1.906755,0,-5.244493
523,65,-1.781755,1,-5.181993
524,61,-2.031755,0,-5.244493
525,64,-1.844255,0,-5.244493
526,60,-2.094255,4,-4.994493
527,61,-2.031755,1,-5.181993
528,60,-2.094255,3,-5.056993
529,60,-2.094255,7,-4.806993
530,60,-2.094255,0,-5.244493
531,60,-2.094255,0,-5.244493
532,60,-2.094255,0,-5.244493
533,61,-2.031755,0,-5.244493
534,60,-2.094255,0,-5.244493
535,61,-2.031755,128,2.755507
536,61,-2.031755,0,-5.244493
537,63,-1.906755,138,3.380507
538,63,-1.906755,75,-0.556993
539,65,-1.781755,134,3.130507
540,65,-1.781755,64,-1.244493
541,67,-1.656755,135,3.193007
542,67,-1.656755,136,3.255507
543,70,-1.469255,135,3.193007
544,70,-1.469255,0,-5.244493
545,73,-1.281755,0,-5.244493
546,73,-1.281755,0,-5.244493
547,77,-1.031755,0,-5.244493
548,77,-1.031755,0,-5.244493
549,80,-0.844255,67,-1.056993
550,80,-0.844255,0,-5.244493
551,85,-0.531755,64,-1.244493
552,85,-0.531755,16,-4.244493
553,88,-0.344255,62,-1.369493
554,88,-0.344255,155,4.443007
555,93,-0.031755,131,2.943007
556,93,-0.031755,246,10.130507
557,97,0.218245,63,-1.306993
558,97,0.218245,51,-2.056993
559,101,0.468245,51,-2.056993
560,101,0.468245,179,5.943007
561,105,0.718245,64,-1.244493
562,105,0.718245,236,9.505507
563,109,0.968245,77,-0.431993
564,109,0.968245,47,-2.306993
565,113,1.218245,64,-1.244493
566,113,1.218245,236,9.505507
567,117,1.468245,81,-0.181993
568,117,1.468245,56,-1.744493
569,119,1.593245,64,-1.244493
570,119,1.593245,123,2.443007
571,122,1.780745,20,-3.994493
572,122,1.780745,46,-2.369493
573,124,1.905745,192,6.755507
574,124,1.905745,111,1.693007
575,126,2.030745,18,-4.119493
576,125,1.968245,131,2.943007
577,127,2.093245,58,-1.619493
578,127,2.093245,0,-5.244493
579,128,2.155745,0,-5.244493
580,127,2.093245,122,2.380507
581,128,2.155745,68,-0.994493
582,127,2.093245,0,-5.244493
583,128,2.155745,0,-5.244493
584,126,2.030745,80,-0.244493
585,128,2.155745,66,-1.119493
586,124,1.905745,0,-5.244493
587,126,2.030745,0,-5.244493
588,122,1.780745,64,-1.244493
589,124,1.905745,66,-1.119493
590,120,1.655745,156,4.505507
591,122,1.780745,80,-0.244493
592,117,1.468245,8,-4.744493
593,120,1.655745,58,-1.619493
594,114,1.280745,130,2.880507
595,117,1.468245,168,5.255507
596,111,1.093245,251,10.443007
597,114,1.280745,57,-1.681993
598,106,0.780745,0,-5.244493
599,111,1.093245,0,-5.244493
600,94,0.030745,0,-5.244493
601,94,0.030745,0,-5.244493
602,94,0.030745,7,-4.806993
603,95,0.093245,0,-5.244493
604,94,0.030745,0,-5.244493
605,94,0.030745,0,-5.244493
606,93,-0.031755,0,-5.244493
607,94,0.030745,0,-5.244493
608,93,-0.031755,128,2.755507
609,94,0.030745,0,-5.244493
610,94,0.030745,33,-3.181993
611,94,0.030745,8,-4.744493
612,93,-0.031755,130,2.880507
613,94,0.030745,64,-1.244493
614,93,-0.031755,128,2.755507
615,94,0.030745,129,2.818007
616,93,-0.031755,128,2.755507
617,94,0.030745,0,-5.244493
618,94,0.030745,0,-5.244493
619,94,0.030745,0,-5.244493
620,93,-0.031755,0,-5.244493
621,94,0.030745,0,-5.244493
622,93,-0.031755,67,-1.056993
623,94,0.030745,123,2.443007
624,93,-0.031755,36,-2.994493
625,94,0.030745,250,10.380507
626,93,-0.031755,61,-1.431993
627,94,0.030745,147,3.943007
628,93,-0.031755,6,-4.869493
629,94,0.030745,231,9.193007
630,93,-0.031755,61,-1.431993
631,94,0.030745,10,-4.619493
632,93,-0.031755,215,8.193007
633,94,0.030745,35,-3.056993
634,93,-0.031755,62,-1.369493
635,94,0.030745,52,-1.994493
636,93,-0.031755,19,-4.056993
637,94,0.030745,27,-3.556993
638,94,0.030745,61,-1.431993
639,94,0.030745,10,-4.619493
640,93,-0.031755,215,8.193007
641,94,0.030745,35,-3.056993
642,93,-0.031755,62,-1.369493
643,94,0.030745,0,-5.244493
644,94,0.030745,0,-5.244493
645,94,0.030745,0,-5.244493
646,93,-0.031755,0,-5.244493
647,94,0.030745,0,-5.244493
648,93,-0.031755,0,-5.244493
649,94,0.030745,0,-5.244493
650,94,0.030745,0,-5.244493
651,94,0.030745,0,-5.244493
652,94,0.030745,0,-5.244493
653,94,0.030745,0,-5.244493
654,94,0.030745,0,-5.244493
655,94,0.030745,0,-5.244493
656,93,-0.031755,0,-5.244493
657,94,0.030745,0,-5.244493
658,94,0.030745,0,-5.244493
659,94,0.030745,0,-5.244493
660,93,-0.031755,0,-5.244493
661,94,0.030745,66,-1.119493
662,93,-0.031755,66,-1.119493
663,94,0.030745,17,-4.181993
664,94,0.030745,1,-5.181993
665,94,0.030745,7,-4.806993
666,93,-0.031755,58,-1.619493
667,94,0.030745,153,4.318007
668,93,-0.031755,71,-0.806993
669,94,0.030745,254,10.630507
670,93,-0.031755,57,-1.681993
671,94,0.030745,0,-5.244493
672,93,-0.031755,0,-5.244493
673,94,0.030745,0,-5.244493
674,94,0.030745,0,-5.244493
675,94,0.030745,0,-5.244493
676,93,-0.031755,0,-5.244493
677,94,0.030745,0,-5.244493
678,93,-0.031755,0,-5.244493
679,94,0.030745,0,-5.244493
680,94,0.030745,165,5.068007
